"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","lx","ly","hom","dbh.2008","codes.2008","status.2008","date.2008","agb.2008","dbh.2013","codes.2013","status.2013","date.2013","agb.2013","dbh.2018","codes.2018","status.2018","date.2018","agb.2018","status.2014","status.2015","dbh.if.dead.2015","agb.if.dead.2015","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","comments","date.2015","surveyors"
90503,1,10750,"0909","caca","Carpinus caroliniana",171.2,166.4,11.2,6.4,1.3,69.4,"NULL","A",2008-11-05,0.01,75.2,"M","A",2013-06-21,0.02,79,"F;M","A","7/27/2018",0.02,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90505,1,225,"0909","caca","Carpinus caroliniana",179.3,170.2,19.3,10.2,1.2,98.1,"A;M","A",2008-11-05,0.03,86.9,"NULL","A",2013-06-21,0.02,89,"F;M","A","7/27/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90505,2,31415,"0909","caca","Carpinus caroliniana",179.3,170.2,19.3,10.2,1.2,78.3,"A;S","A",2008-11-05,0.02,83.9,"NULL","A",2013-06-21,0.02,95,"F;S;J","A","7/27/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90506,1,10752,"0909","caca","Carpinus caroliniana",178.5,172.3,18.5,12.3,1.3,79.4,"NULL","A",2008-11-05,0.02,82.9,"M","A",2013-06-21,0.02,85,"F;M","A","7/27/2018",0.02,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90507,1,10753,"0909","cagl","Carya glabra",176.3,172.1,16.3,12.1,1.3,69.1,"NULL","A",2008-11-05,0.02,69.4,"NULL","A",2013-06-21,0.02,70,"F","A","7/27/2018",0.02,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90508,1,10754,"0909","caca","Carpinus caroliniana",172.4,175.1,12.4,15.1,1.3,61.8,"NULL","A",2008-11-05,0.01,64,"NULL","A",2013-06-21,0.01,68,"F","A","7/27/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90509,1,10755,"0909","cato","Carya tomentosa",173.2,176.4,13.2,16.4,1.3,139.8,"NULL","A",2008-11-05,0.1,143.1,"NULL","A",2013-06-21,0.11,149,"F","A","7/27/2018",0.12,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90510,1,10756,"0909","quru","Quercus rubra",175,166.7,15,6.7,1.3,239.2,"NULL","A",2008-11-05,0.39,0,"DC","D",2013-06-21,0,NA,"F;DN","D","7/27/2018",NA,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90511,1,10757,"0909","litu","Liriodendron tulipifera",178.6,177.8,18.6,17.8,1.3,495.9,"NULL","A",2008-11-05,1.59,528.5,"NULL","A",2013-06-21,1.85,563,"F","A","7/27/2018",2.15,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90512,1,10758,"0909","litu","Liriodendron tulipifera",171.7,179.1,11.7,19.1,1.3,467.6,"NULL","A",2008-11-05,1.39,480.6,"NULL","A",2013-06-21,1.48,493,"F","A","7/27/2018",1.57,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90513,1,10759,"0909","caca","Carpinus caroliniana",171.8,177.6,11.8,17.6,1.3,63.9,"NULL","A",2008-11-05,0.01,68.7,"NULL","A",2013-06-21,0.01,73,"F","A","7/27/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90514,1,10760,"0909","caca","Carpinus caroliniana",167.4,179.4,7.4,19.4,1.3,50.1,"NULL","A",2008-11-05,0.01,62.7,"NULL","A",2013-06-21,0.01,69,"F","A","7/27/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90515,1,10761,"0910","litu","Liriodendron tulipifera",179.9,180.5,19.9,0.5,1.3,441.6,"NULL","A",2008-11-05,1.21,465.9,"NULL","A",2013-06-21,1.38,489,"F","A","7/27/2018",1.54,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90516,1,10762,"0910","nysy","Nyssa sylvatica",179.5,182.1,19.5,2.1,1.3,68.7,"NULL","A",2008-11-05,0.01,0,"DC","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"DS","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Dead in 2014.",2015-07-16,"Eng; Meakem"
90517,1,10763,"0910","litu","Liriodendron tulipifera",177.8,182.8,17.8,2.8,1.3,282,"M","A",2008-11-05,0.42,289.7,"M","A",2013-06-21,0.45,290,"F;M","A","7/27/2018",0.45,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90517,2,33515,"0910","litu","Liriodendron tulipifera",177.8,182.8,17.8,2.8,1.3,234.3,"S","A",2008-11-05,0.27,279,"S","A",2013-06-21,0.41,298,"F;S","A","7/27/2018",0.48,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90518,1,10764,"0910","caca","Carpinus caroliniana",173.6,181.4,13.6,1.4,1.3,59.4,"M","A",2008-11-05,0.01,60.9,"M","A",2013-06-21,0.01,68,"F;M","A","7/27/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90519,1,10765,"0910","qupr","Quercus prinus",172.4,181,12.4,1,1.3,165.8,"D","D",2008-11-05,0.18,0,"DS","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90522,1,10768,"0910","cagl","Carya glabra",170.8,187.2,10.8,7.2,1.3,324.1,"NULL","A",2008-11-05,0.71,327.3,"NULL","A",2013-06-21,0.73,330,"F","A","7/27/2018",0.74,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90523,1,10769,"0910","cato","Carya tomentosa",173,190.4,13,10.4,1.3,339,"NULL","A",2008-11-05,0.79,353.2,"NULL","A",2013-06-21,0.87,NA,"F;DC","D","7/27/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90525,1,10771,"0910","cagl","Carya glabra",175.7,190.4,15.7,10.4,1.3,316.8,"M","A",2008-11-05,0.68,0,"DC","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90525,2,33517,"0910","cagl","Carya glabra",175.7,190.4,15.7,10.4,1.3,192.9,"S;lost","G",2008-11-05,0.22,0,"DS","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90526,1,10772,"0910","cato","Carya tomentosa",178.9,190.9,18.9,10.9,1.3,376.6,"NULL","A",2008-11-05,1.01,0,"DC","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90527,1,10773,"0910","caovl","Carya ovalis",178.9,195.6,18.9,15.6,1.3,127.5,"NULL","A",2008-11-05,0.08,128,"NULL","A",2013-06-21,0.09,141,"F","A","7/27/2018",0.11,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90528,1,10774,"0910","cato","Carya tomentosa",177.4,197.1,17.4,17.1,1.3,157.2,"NULL","A",2008-11-05,0.14,158,"NULL","A",2013-06-21,0.14,170,"F","A","7/27/2018",0.16,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90529,1,10775,"0910","quru","Quercus rubra",172.7,198.5,12.7,18.5,1.3,304.9,"NULL","A",2008-11-05,0.67,320,"NULL","A",2013-06-21,0.75,345,"F","A","7/27/2018",0.88,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90530,1,10776,"0910","litu","Liriodendron tulipifera",170.2,197.8,10.2,17.8,1.3,622,"NULL","A",2008-11-05,2.71,647.5,"NULL","A",2013-06-21,2.98,669,"F","A","7/27/2018",3.22,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90531,1,10777,"0910","quve","Quercus velutina",169.6,198.2,9.6,18.2,1.3,195.5,"NULL","A",2008-11-05,0.25,0,"DS","D",2013-06-21,0,NA,"F;DC","D","7/27/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90532,1,10778,"0910","caca","Carpinus caroliniana",165.9,199.9,5.9,19.9,1.3,63.1,"M","A",2008-11-05,0.01,66.2,"M","A",2013-06-21,0.01,68,"F;M","A","7/27/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90533,1,10779,"0911","cagl","Carya glabra",178.2,202.1,18.2,2.1,1.3,482.7,"M","A",2008-11-05,1.77,492.1,"NULL","A",2013-06-21,1.85,NA,"F;DS","D","7/26/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90533,2,33519,"0911","cagl","Carya glabra",178.2,202.1,18.2,2.1,1.3,158,"S","A",2008-11-05,0.14,0,"DS","G",2013-06-21,0,NA,"F;DN","D","7/26/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90535,1,10781,"0911","caca","Carpinus caroliniana",173.3,205.3,13.3,5.3,1.2,44.1,"A","A",2008-11-05,0,54.8,"A","A",2013-06-21,0.01,65,"A;F","A","7/26/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90536,1,10782,"0911","caca","Carpinus caroliniana",172.7,200.2,12.7,0.2,1.2,129.1,"A","A",2008-11-05,0.06,131.6,"NULL","A",2013-06-21,0.06,139,"F","A","7/26/2018",0.07,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90537,1,10783,"0911","quru","Quercus rubra",178.6,207,18.6,7,1.3,105.2,"NULL","A",2008-11-05,0.07,0,"DN","D",2013-06-21,0,NA,"F;DN","D","7/26/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90538,1,10784,"0911","cagl","Carya glabra",178.8,209.3,18.8,9.3,1.3,82.3,"NULL","A",2008-11-05,0.03,83.6,"NULL","A",2013-06-21,0.03,88,"F","A","7/26/2018",0.04,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90539,1,10785,"0911","cato","Carya tomentosa",178.9,211.1,18.9,11.1,1.3,335.8,"NULL","A",2008-11-05,0.77,338,"NULL","A",2013-06-21,0.79,342,"F","A","7/26/2018",0.81,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90540,1,10786,"0911","litu","Liriodendron tulipifera",171.4,209.4,11.4,9.4,1.3,333.9,"NULL","A",2008-11-05,0.63,358.2,"NULL","A",2013-06-21,0.74,399,"F","A","7/26/2018",0.96,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90541,1,10787,"0911","acru","Acer rubrum",171.1,210.3,11.1,10.3,1.2,108.3,"A","A",2008-11-05,0.04,114.6,"A","A",2013-06-21,0.04,132,"A;F","A","7/26/2018",0.06,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90542,1,10788,"0911","cagl","Carya glabra",173.9,212.4,13.9,12.4,1.2,376.4,"A","A",2008-11-05,1,382.9,"NULL","A",2013-06-21,1.05,387,"F","A","7/26/2018",1.07,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90543,1,10789,"0911","cato","Carya tomentosa",176.5,215.4,16.5,15.4,1.3,91,"NULL","A",2008-11-05,0.04,93.2,"NULL","A",2013-06-21,0.04,95,"F","A","7/26/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90544,1,10790,"0911","qupr","Quercus prinus",178.5,215.4,18.5,15.4,1.3,180.9,"NULL","A",2008-11-05,0.21,188,"NULL","A",2013-06-21,0.23,197,"F","A","7/26/2018",0.26,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90545,1,10791,"0911","qupr","Quercus prinus",179,217.4,19,17.4,1.3,96.3,"NULL","A",2008-11-05,0.05,97.4,"NULL","A",2013-06-21,0.06,NA,"F;DS;R","D","7/26/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90546,1,10792,"0911","qual","Quercus alba",176.1,219.7,16.1,19.7,1.3,639.8,"NULL","A",2008-11-05,3.37,664.9,"NULL","A",2013-06-21,3.67,694,"F","A","7/26/2018",4.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90547,1,10793,"0911","litu","Liriodendron tulipifera",173.6,218.2,13.6,18.2,1.3,98.8,"NULL","A",2008-11-05,0.04,106.2,"NULL","A",2013-06-21,0.04,118,"F","A","7/26/2018",0.05,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90548,1,10794,"0911","cato","Carya tomentosa",173.3,220,13.3,20,1.3,78.8,"NULL","A",2008-11-05,0.03,83.6,"NULL","A",2013-06-21,0.03,85,"F","A","7/26/2018",0.03,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90549,1,10795,"0911","qupr","Quercus prinus",168,220,8,20,1.3,574,"NULL","A",2008-11-05,2.66,585.9,"NULL","A",2013-06-21,2.78,606,"F","A","7/26/2018",3,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90551,1,10797,"0912","cagl","Carya glabra",175.9,223.6,15.9,3.6,1.3,59.1,"NULL","A",2008-11-05,0.01,62.8,"NULL","A",2013-06-21,0.02,67,"F","A","7/26/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90552,1,10798,"0912","caovl","Carya ovalis",179.1,226.6,19.1,6.6,1.3,402.7,"NULL","A",2008-11-05,1.17,421.5,"NULL","A",2013-06-21,1.3,445,"F","A","7/26/2018",1.47,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90554,1,10800,"0912","cato","Carya tomentosa",178.5,230.4,18.5,10.4,1.3,97.3,"NULL","A",2008-11-05,0.05,93.8,"NULL","A",2013-06-21,0.04,94,"F","A","7/26/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90556,1,10802,"0912","cato","Carya tomentosa",172.3,230.2,12.3,10.2,1.3,165.6,"NULL","A",2008-11-05,0.15,167.8,"NULL","A",2013-06-21,0.16,168,"F","A","7/26/2018",0.16,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90558,1,10804,"0912","qual","Quercus alba",177.9,232.9,17.9,12.9,1.3,401.9,"NULL","A",2008-11-05,1.22,411.5,"NULL","A",2013-06-21,1.29,418,"F","A","7/26/2018",1.33,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90559,1,10805,"0912","qual","Quercus alba",180,233.8,20,13.8,1.3,774.2,"I","A",2008-11-05,5.12,0,"DC","D",2013-06-21,0,NA,"F;DC","D","7/26/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90561,1,10807,"0912","cato","Carya tomentosa",179,237.1,19,17.1,1.3,140.5,"NULL","A",2008-11-05,0.11,155.5,"NULL","A",2013-06-21,0.13,172,"F","A","7/26/2018",0.17,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90563,1,10809,"0912","cagl","Carya glabra",173,239.8,13,19.8,1.3,118.5,"NULL","A",2008-11-05,0.07,125.7,"NULL","A",2013-06-21,0.08,127,"F","A","7/26/2018",0.08,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90564,1,10810,"0912","cagl","Carya glabra",171.2,239.7,11.2,19.7,1.3,74.8,"NULL","A",2008-11-05,0.03,76.1,"NULL","A",2013-06-21,0.03,76,"A;F","A","7/26/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90566,1,10812,"0912","cofl","Cornus florida",168.7,235.1,8.7,15.1,1.3,58.7,"NULL","A",2008-11-05,0.01,0,"DC","D",2013-06-21,0,NA,"F;DN","D","7/26/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90567,1,10813,"0912","fagr","Fagus grandifolia",170.3,232.3,10.3,12.3,1.3,155.7,"NULL","A",2008-11-05,0.11,170.2,"NULL","A",2013-06-21,0.14,171,"F","A","7/26/2018",0.14,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90568,1,10814,"0912","fagr","Fagus grandifolia",170.3,232.5,10.3,12.5,1.3,147.6,"L","A",2008-11-05,0.1,156.2,"L","A",2013-06-21,0.11,166,"F;L","A","7/26/2018",0.13,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90570,1,10816,"0913","caovl","Carya ovalis",179.9,241.6,19.9,1.6,1.3,55.5,"NULL","A",2008-11-05,0.01,58.2,"NULL","A",2013-06-21,0.01,58,"F","A","8/7/2018",0.01,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90571,1,10817,"0913","cagl","Carya glabra",176.7,240.6,16.7,0.6,1.3,73.8,"NULL","A",2008-11-05,0.02,77.1,"NULL","A",2013-06-21,0.03,79,"F","A","8/7/2018",0.03,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90572,1,10818,"0913","cato","Carya tomentosa",171.5,241.9,11.5,1.9,1.3,124.7,"NULL","A",2008-11-05,0.08,132.4,"NULL","A",2013-06-21,0.09,144,"F","A","8/7/2018",0.11,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90573,1,10819,"0913","cato","Carya tomentosa",176,256.6,16,16.6,1.3,142.4,"NULL","A",2008-11-05,0.11,160,"NULL","A",2013-06-21,0.14,180,"F","A","8/7/2018",0.19,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90574,1,10820,"0913","nysy","Nyssa sylvatica",178.9,243.1,18.9,3.1,1.3,56.6,"NULL","A",2008-11-05,0.01,59.8,"NULL","A",2013-06-21,0.01,62,"F","A","8/7/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90575,1,10821,"0913","cato","Carya tomentosa",179.1,247.5,19.1,7.5,1.3,52.8,"NULL","A",2008-11-05,0.01,58.9,"NULL","A",2013-06-21,0.01,62,"F","A","8/7/2018",0.02,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90576,1,10822,"0913","cagl","Carya glabra",178,246.5,18,6.5,1.3,54.1,"NULL","A",2008-11-05,0.01,54.8,"NULL","A",2013-06-21,0.01,55,"F;DS","D","8/7/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90577,1,10823,"0913","quve","Quercus velutina",175.6,248.2,15.6,8.2,1.3,629.9,"NULL","A",2008-11-05,3.26,635.5,"NULL","A",2013-06-21,3.32,NA,"F;DS","D","8/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90578,1,10824,"0913","quru","Quercus rubra",174.2,248.1,14.2,8.1,1.3,161.9,"NULL","A",2008-11-05,0.17,0,"DS","D",2013-06-21,0,NA,"F;DC","D","8/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90579,1,10825,"0913","cato","Carya tomentosa",172.6,248.9,12.6,8.9,1.3,120.8,"NULL","A",2008-11-05,0.07,124,"NULL","A",2013-06-21,0.08,130,"F","A","8/7/2018",0.09,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90580,1,10826,"0913","cato","Carya tomentosa",177.6,252.8,17.6,12.8,1.3,210.4,"NULL","A",2008-11-05,0.27,215,"NULL","A",2013-06-21,0.28,216,"F","A","8/7/2018",0.28,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90583,1,10828,"0913","quru","Quercus rubra",179.7,252.8,19.7,12.8,1.3,449.3,"NULL","A",2008-11-05,1.56,494.5,"NULL","A",2013-06-21,1.93,547,"F","A","8/7/2018",2.4,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90584,1,10829,"0913","qupr","Quercus prinus",179.5,254.4,19.5,14.4,0.6,183.8,"A;F","A",2008-11-05,0.22,197,"F","A",2013-06-21,0.26,164,"A;I;F","A","8/7/2018",0.17,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90585,1,10830,"0914","cagl","Carya glabra",178,279.7,18,19.7,1.3,51.2,"NULL","A",2008-11-05,0.01,50.7,"NULL","A",2013-06-21,0.01,53,"NULL","A","8/7/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90586,1,10831,"0914","quve","Quercus velutina",177.1,260.4,17.1,0.4,1.3,695.8,"NULL","A",2008-11-05,4.05,705.9,"NULL","A",2013-06-21,4.18,711,"NULL","A","8/7/2018",4.25,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90587,1,10832,"0914","litu","Liriodendron tulipifera",178.9,266.1,18.9,6.1,1.3,105.8,"NULL","A",2008-11-05,0.04,0,"DS","D",2013-06-21,0,NA,"DC","D","8/7/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90588,1,10833,"0914","litu","Liriodendron tulipifera",174.1,266.6,14.1,6.6,1.3,142.1,"NULL","A",2008-11-05,0.08,145,"NULL","A",2013-06-21,0.09,150,"NULL","A","8/7/2018",0.1,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90589,1,10834,"0914","havi","Hamamelis virginiana",170.6,267.1,10.6,7.1,1.3,49.4,"M","A",2008-11-05,0.01,54.5,"M","A",2013-06-21,0.01,58,"M","A","8/7/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90590,1,10835,"0914","litu","Liriodendron tulipifera",174.1,268.9,14.1,8.9,1.3,153.8,"NULL","A",2008-11-05,0.1,156.3,"NULL","A",2013-06-21,0.11,158,"NULL","A","8/7/2018",0.11,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90591,1,10836,"0914","litu","Liriodendron tulipifera",170.4,269,10.4,9,1.3,572.7,"NULL","A",2008-11-05,2.23,598.9,"NULL","A",2013-06-21,2.48,630,"NULL","A","8/7/2018",2.79,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90592,1,10837,"0914","nysy","Nyssa sylvatica",169,264.7,9,4.7,1.3,169.6,"NULL","A",2008-11-05,0.11,166.7,"NULL","A",2013-06-21,0.11,166,"NULL","A","8/7/2018",0.11,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90593,1,10838,"0914","pato","Paulownia tomentosa",175.1,269,15.1,9,1.3,362.6,"NULL","A",2008-11-05,0.73,0,"DS","D",2013-06-21,0,NA,"DC","D","8/7/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90594,1,10839,"0914","havi","Hamamelis virginiana",179.6,270.9,19.6,10.9,1.3,47,"M","A",2008-11-05,0.01,50.1,"M","A",2013-06-21,0.01,54,"M","A","8/7/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90595,1,10840,"0914","cagl","Carya glabra",175.6,273.8,15.6,13.8,1.3,243.8,"NULL","A",2008-11-05,0.37,247.3,"NULL","A",2013-06-21,0.38,250,"NULL","A","8/7/2018",0.39,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-16,"Eng; Meakem"
90596,1,10841,"0914","litu","Liriodendron tulipifera",173.1,271.8,13.1,11.8,1.3,150.5,"NULL","A",2008-11-05,0.1,154,"NULL","A",2013-06-21,0.1,159,"NULL","A","8/7/2018",0.11,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90597,1,10842,"0914","pato","Paulownia tomentosa",171.7,276.9,11.7,16.9,1.3,531.4,"NULL","A",2008-11-05,1.91,544.9,"NULL","A",2013-06-21,2.03,561,"NULL","A","8/7/2018",2.19,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
